Zip,LAT,LNG,Num_Disp,Sac_City,LA_City,Total_Pop,Percent_Under_18_Years,Percent_Ages_18_to_24,Percent_18_and_Older,Percent_21_and_Older,Percent_60_and_Older,Number_Males,Percent_Male,Male_Median_Age,Number_Females,Pct_Female,Females_Median_Age,Total_Households,Households_with_Children,Pct_Households_with_Children,Pct_Owner_Occupied,Pct_Renter_Occupied,Household_Median_Income,Household_Median_Inc_Quintiles,Pct_Earned_Income_Past_12_Months
93234,0,0,,No,No,7355,36.2,8.2,63.8,59.8,12.1,3774,51.3,26.8,3581,48.7,26,1800,879,48.8,26.4,73.6,26054,,41.4
93283,0,0,,No,No,2261,13.9,7.5,86.1,85.3,34.2,1376,60.9,53.3,885,39.1,48,986,105,10.6,79.3,20.7,26458,,52.3
95698,0,0,,No,No,148,0,0,100,100,26.4,93,62.8,55.2,55,37.2,60.1,107,0,0,60.7,39.3,26615,,34.6
93702,0,0,,No,No,43601,31.5,13.2,68.5,62.2,13.2,22188,50.9,27.7,21413,49.1,28.6,11961,4515,37.7,32.8,67.2,27159,,45.8
95443,0,0,,No,No,193,31.1,0,68.9,68.9,21.2,104,53.9,30.5,89,46.1,28.8,81,0,0,0,100,27566,,23.5
93646,0,0,,No,No,11738,37.5,10.2,62.5,57.7,11.5,5980,50.9,24.7,5758,49.1,27.6,3048,1677,55,37.8,62.2,27761,,42.4
96076,0,0,,No,No,284,0,2.5,100,100,80.6,141,49.6,67.6,143,50.4,69.5,135,0,0,67.4,32.6,28194,,73.3
93721,0,0,,No,No,7650,12.5,13.9,87.5,83.7,15.1,5048,66,33.2,2602,34,33.9,2032,472,23.2,12.8,87.2,28529,,33.2
92274,0,0,,No,No,15317,27.9,9.6,72.1,67.8,16.7,8216,53.6,32.7,7101,46.4,36.5,5036,1287,25.6,73.6,26.4,28660,,36.5
93218,0,0,,No,No,871,29.3,9.2,70.7,66,22.4,458,52.6,37.1,413,47.4,35.5,258,87,33.7,72.9,27.1,28750,,42.6
93666,0,0,,No,No,866,42.8,10.3,57.2,51.6,7,446,51.5,24.1,420,48.5,21.8,217,119,54.8,19.4,80.6,28750,,60.4
92273,0,0,,No,No,2010,27.8,18.1,72.2,70.3,12.4,889,44.2,26.9,1121,55.8,24.8,504,140,27.8,53.2,46.8,29595,,46.4
95601,0,0,,No,No,151,24.5,6.6,75.5,68.9,17.9,73,48.3,39.3,78,51.7,32.5,68,23,33.8,32.4,67.6,29722,,44.1
93285,0,0,,No,No,2477,12.8,11.2,87.2,81.8,43,1073,43.3,58.3,1404,56.7,56.5,1241,55,4.4,76.1,23.9,29736,,39.2
95542,0,0,,No,No,1871,10.5,7.6,89.5,82.7,34.6,896,47.9,47.5,975,52.1,48.9,917,109,11.9,55.3,44.7,30505,,43
92389,0,0,,No,No,168,11.3,1.2,88.7,88.7,67.9,105,62.5,66.1,63,37.5,69.4,102,5,4.9,86.3,13.7,30577,,22.5
96135,0,0,,No,No,301,35.9,0,64.1,64.1,33.9,152,50.5,40.6,149,49.5,59.1,125,23,18.4,100,0,30601,,58.4
92275,0,0,,No,No,2632,24.3,8,75.7,72.9,27.7,1188,45.1,36.5,1444,54.9,46.6,945,164,17.4,79.3,20.7,30660,,49.9
93640,0,0,,No,No,12920,34.6,9.2,65.4,61.7,9.2,6928,53.6,30.4,5992,46.4,27.9,2966,1596,53.8,38.7,61.3,30752,,46.2
93267,0,0,,No,No,6788,32.2,8.4,67.8,63.5,19.4,3276,48.3,38.3,3512,51.7,31.3,1863,554,29.7,58.8,41.2,30781,,32.1
92241,0,0,,No,No,7699,15.3,4.8,84.7,82.2,43.2,3961,51.4,53,3738,48.6,57.4,3573,494,13.8,78.8,21.2,30933,,32.7
92368,0,0,,No,No,1019,32.5,11.6,67.5,61.4,17.2,511,50.1,32.1,508,49.9,30.7,290,107,36.9,42.4,57.6,31000,,40.3
95968,0,0,,No,No,1231,24.5,12.4,75.5,67.2,29,664,53.9,30.5,567,46.1,47.3,434,158,36.4,76,24,31000,,27.2
92356,0,0,,No,No,6573,25.3,5.6,74.7,73.6,29.4,3417,52,42.7,3156,48,39.2,2343,574,24.5,65.9,34.1,31008,,38.1
92327,0,0,,No,No,737,18.3,5.2,81.7,80.1,39.9,450,61.1,51.5,287,38.9,57,288,44,15.3,49.7,50.3,31058,,14.2
96023,0,0,,No,No,1184,23.1,11.6,76.9,72.5,27.6,657,55.5,33.2,527,44.5,47.6,503,133,26.4,72.4,27.6,31322,,35
93305,0,0,,No,No,37902,35.2,10.9,64.8,60.8,14.1,18548,48.9,26.9,19354,51.1,27.8,10701,4521,42.2,36.4,63.6,31471,,28.4
96084,0,0,,No,No,536,29.7,4.9,70.3,68.7,31.7,223,41.6,55.5,313,58.4,47.2,189,45,23.8,79.4,20.6,31477,,32.3
95422,0,0,,No,No,15696,26.2,7,73.8,70.6,23.1,7646,48.7,37.8,8050,51.3,37.6,5962,1692,28.4,49.8,50.2,31793,,45
92285,0,0,,No,No,2430,8.7,8.1,91.3,86.8,43.8,1320,54.3,57,1110,45.7,58.7,1078,53,4.9,82.7,17.3,31810,,45.5
93258,0,0,,No,No,1952,21.4,9.8,78.6,74,14.4,1049,53.7,37.4,903,46.3,35.9,550,140,25.5,44.9,55.1,31944,,39.5
95319,0,0,,No,No,1745,16.3,10.7,83.7,78.5,23.5,859,49.2,46.2,886,50.8,33.6,623,100,16.1,41.9,58.1,31966,,38.8
96041,0,0,,No,No,2934,19.2,8.8,80.8,77.6,34.5,1441,49.1,45.4,1493,50.9,41.2,1271,272,21.4,63.8,36.2,32024,,31.3
96132,0,0,,No,No,50,6,12,94,82,58,23,46,64.2,27,54,64.9,27,2,7.4,70.4,29.6,32188,,48.1
93624,0,0,,No,No,871,35.4,8.6,64.6,59.7,16,512,58.8,27.8,359,41.2,29.5,177,101,57.1,1.1,98.9,32216,,27.1
93219,0,0,,No,No,10285,32.5,14,67.5,61.3,10.3,5543,53.9,26,4742,46.1,30.8,2537,1240,48.9,47.9,52.1,32278,,54.9
93706,0,0,,No,No,40586,32.7,10.3,67.3,62.8,16,20440,50.4,29.6,20146,49.6,28.9,11026,4017,36.4,40,60,32325,,45.4
95571,0,0,,No,No,304,21.7,24.3,78.3,78.3,3.9,127,41.8,52.1,177,58.2,22.9,128,46,35.9,70.3,29.7,32344,,29.7
92239,0,0,,No,No,227,2.2,2.6,97.8,95.2,84.6,129,56.8,71.1,98,43.2,70.4,94,0,0,90.4,9.6,32396,,25.5
92358,0,0,,No,No,722,8.9,4.2,91.1,89.3,40.7,389,53.9,54.3,333,46.1,60.7,384,28,7.3,74,26,32500,,31.3
93255,0,0,,No,No,691,2.9,0,97.1,97.1,51.4,311,45,62.1,380,55,59.3,403,18,4.5,87.1,12.9,32569,,21.1
95652,0,0,,No,No,789,33.5,11.2,66.5,58.3,16.2,370,46.9,21,419,53.1,36.5,218,112,51.4,0,100,33000,,51.8
95686,0,0,,No,No,1262,34.2,10.1,65.8,63.8,17.1,678,53.7,27.7,584,46.3,34,372,151,40.6,42.7,57.3,33056,,36
92281,0,0,,No,No,2591,34.3,10.7,65.7,61.6,18.6,1286,49.6,27.3,1305,50.4,28,692,235,34,42.5,57.5,33214,,36.4
92242,0,0,,No,No,1312,17.6,2.7,82.4,81.6,46.6,683,52.1,58,629,47.9,58.7,610,78,12.8,80.5,19.5,33276,,43.3
92543,0,0,,No,No,38314,29.4,8.8,70.6,66.1,23.5,18162,47.4,32.5,20152,52.6,36.8,12775,4321,33.8,48.8,51.2,33319,,49.2
93301,0,0,,No,No,12325,28.5,12.6,71.5,67.7,17.7,6112,49.6,27.6,6213,50.4,32.9,4698,1365,29.1,31.8,68.2,33324,,32.5
91905,0,0,,No,No,1472,7.3,9,92.7,90.9,45.7,759,51.6,63.5,713,48.4,49.9,585,33,5.6,55.6,44.4,33463,,21.4
93703,0,0,,No,No,32754,31.4,11.4,68.6,64.2,14.4,16144,49.3,27.3,16610,50.7,30.2,9901,3827,38.7,39,61,33550,,49.6
95526,0,0,,No,No,196,5.1,3.1,94.9,91.8,60.2,109,55.6,63.3,87,44.4,62.7,122,3,2.5,82.8,17.2,33571,,34.4
94511,0,0,,No,No,2161,16.1,10.1,83.9,82.5,28.3,1177,54.5,40,984,45.5,51.5,906,146,16.1,82.9,17.1,33583,,32.5
93256,0,0,,No,No,5431,39.4,6.7,60.6,55.8,16.7,2769,51,26,2662,49,30.2,1509,783,51.9,39.9,60.1,33807,,56.3
96014,0,0,,No,No,135,0,17,100,83,34.8,69,51.1,56.6,66,48.9,58.4,89,0,0,52.8,47.2,33813,,30.3
93249,0,0,,No,No,1875,35.8,15.4,64.2,58.4,4.5,994,53,24.8,881,47,22.9,514,268,52.1,30.2,69.8,33875,,18.1
95814,0,0,,No,No,11908,6.5,10.2,93.5,92,21.5,6894,57.9,34.2,5014,42.1,33.6,6709,446,6.6,7.2,92.8,33938,,21.6
92363,0,0,,No,No,5348,26.8,5.3,73.2,69.3,26.5,2670,49.9,40.7,2678,50.1,44.6,2188,555,25.4,52.6,47.4,33942,,33.6
95916,0,0,,No,No,1359,12.7,6.4,87.3,82.5,41.3,741,54.5,52.6,618,45.5,59.3,568,52,9.2,82.4,17.6,33942,,42.1
93270,0,0,,No,No,5367,27.2,12,72.8,68.2,19.5,2781,51.8,36,2586,48.2,32.9,1627,542,33.3,62.5,37.5,34023,,39
95546,0,0,,No,No,3466,29.7,13.7,70.3,61.5,19.1,1493,43.1,25.8,1973,56.9,33,1163,268,23,72.1,27.9,34323,,39.9
93247,0,0,,No,No,18234,30.2,10.7,69.8,64.8,15.1,9629,52.8,32.6,8605,47.2,29.7,5413,2211,40.8,53.5,46.5,34329,,39.9
92236,0,0,,No,No,45477,23.8,8.9,76.2,72.2,11.8,21799,47.9,33.5,23678,52.1,36,15601,4275,27.4,71.6,28.4,34436,,61.1
95815,38.6,-121.46,,Yes,No,25673,27,10.2,73,69.2,13.7,13224,51.5,31,12449,48.5,33,9226,2749,29.8,33.7,66.3,34583,Quintile 1,31.4
95979,0,0,,No,No,414,7,4.8,93,91.5,50.5,215,51.9,60.7,199,48.1,58.4,203,12,5.9,62.1,37.9,34625,,46.8
95947,0,0,,No,No,1657,12.6,4.1,87.4,85.6,45.3,812,49,59.1,845,51,52,826,105,12.7,79.3,20.7,34828,,47.6
96134,0,0,,No,No,2059,29.4,9.2,70.6,66.2,22.8,1101,53.5,40.2,958,46.5,33.8,727,243,33.4,63.7,36.3,34896,,33.3
93647,0,0,,No,No,11407,34.3,11.1,65.7,62.3,14.1,5872,51.5,26.7,5535,48.5,30.2,2932,1450,49.5,49.4,50.6,35000,,42.4
95965,0,0,,No,No,20498,22.5,10.1,77.5,73.9,23.6,10516,51.3,36.3,9982,48.7,38.9,6983,1782,25.5,56.3,43.7,35138,,30.9
95255,0,0,,No,No,1289,13.4,1.2,86.6,86.6,46.4,724,56.2,58.8,565,43.8,58.5,603,43,7.1,77.8,22.2,35169,,55.2
93648,0,0,,No,No,16087,33.5,9.9,66.5,61.4,12.7,8284,51.5,26.3,7803,48.5,31,4149,1888,45.5,39.1,60.9,35210,,47.1
93660,0,0,,No,No,4090,35,10.9,65,60.9,11.9,1969,48.1,27.7,2121,51.9,27.7,1017,604,59.4,37.7,62.3,35339,,42.6
92410,0,0,,No,No,45052,33.6,11,66.4,61.7,11.1,21606,48,27.4,23446,52,28.6,12659,5307,41.9,40,60,35358,,37.5
93650,0,0,,No,No,3173,24.1,9.1,75.9,70.5,23.1,1457,45.9,36.8,1716,54.1,40.7,1213,299,24.6,47,53,35440,,31.2
95563,0,0,,No,No,665,11.3,4.2,88.7,85.4,48.6,281,42.3,62.6,384,57.7,54.3,341,31,9.1,54.8,45.2,35521,,28.7
96025,0,0,,No,No,2126,18.6,5.6,81.4,78.2,37.3,1011,47.6,44.2,1115,52.4,54.1,1003,176,17.5,62.5,37.5,35602,,40.1
93628,0,0,,No,No,83,0,0,100,100,32.5,45,54.2,-,38,45.8,-,69,0,0,18.8,81.2,35820,,18.8
95427,0,0,,No,No,226,8,0,92,92,58.8,124,54.9,60.6,102,45.1,63.5,115,8,7,46.1,53.9,35852,,29.6
95555,0,0,,No,No,437,19.9,10.1,80.1,76.4,24.9,191,43.7,45.3,246,56.3,41.4,174,33,19,46,54,35938,,29.3
95960,0,0,,No,No,684,11.7,6.1,88.3,84.2,22.5,379,55.4,41,305,44.6,48.8,348,54,15.5,71.3,28.7,36000,,19
91934,0,0,,No,No,323,7.1,0,92.9,92.9,56.7,216,66.9,68.7,107,33.1,54.8,209,25,12,100,0,36172,,15.8
93728,0,0,,No,No,16574,26.7,9.8,73.3,70.6,12.4,8535,51.5,29.7,8039,48.5,30.7,5832,1584,27.2,40.9,59.1,36197,,37.7
96039,0,0,,No,No,904,17.1,6.7,82.9,79.2,35.4,425,47,49.4,479,53,52.8,439,44,10,58.8,41.2,36213,,35.5
93501,0,0,,No,No,4802,21,8.3,79,75.3,25.9,2394,49.9,41.9,2408,50.1,40.2,1919,476,24.8,44.6,55.4,36250,,50.2
93616,0,0,,No,No,2582,29.9,14.1,70.1,63.5,14.6,1408,54.5,26.1,1174,45.5,36.5,707,265,37.5,56.9,43.1,36250,,35.8
96010,0,0,,No,No,122,0,18,100,88.5,35.2,73,59.8,39.8,49,40.2,59.6,50,0,0,78,22,36250,,50
93250,0,0,,No,No,16191,33.9,13.5,66.1,60.5,8.2,9135,56.4,27.8,7056,43.6,25.6,3678,2239,60.9,57.6,42.4,36299,,23.4
95205,0,0,,No,No,38350,30.9,12.8,69.1,64.2,11.8,20150,52.5,28.8,18200,47.5,29.8,10702,4302,40.2,40.2,59.8,36444,,40.3
92309,0,0,,No,No,572,30.1,10.5,69.9,64,13.5,271,47.4,37.4,301,52.6,24.3,201,66,32.8,28.4,71.6,36528,,30.3
96057,0,0,,No,No,1235,14.2,4.8,85.8,81.5,42.6,624,50.5,54.9,611,49.5,56.2,611,85,13.9,72.7,27.3,36635,,40.8
93252,0,0,,No,No,2488,16.6,9,83.4,79.9,17,1695,68.1,38.9,793,31.9,38.9,569,156,27.4,53.6,46.4,36726,,30.9
92617,0,0,,No,No,17197,7.3,62.4,92.7,47.3,4.7,7459,43.4,21.5,9738,56.6,20.4,3971,643,16.2,22.8,77.2,36824,,33.6
95454,0,0,,No,No,2107,14.6,4.4,85.4,83.5,37.8,979,46.5,50,1128,53.5,50.6,1076,98,9.1,70.3,29.7,36907,,43.8
92233,0,0,,No,No,7509,16.4,11.7,83.6,80.6,7.9,5846,77.9,32.6,1663,22.1,34.2,927,343,37,51.6,48.4,37009,,49.2
92240,0,0,,No,No,35278,25,8.3,75,71.3,20.1,17852,50.6,37.3,17426,49.4,37.5,12734,3559,27.9,48.9,51.1,37060,,41.4
93932,0,0,,No,No,709,28.8,6.2,71.2,67.1,25.1,355,50.1,38.6,354,49.9,47.1,272,68,25,59.2,40.8,37159,,22.4
93562,0,0,,No,No,1771,28.1,5.4,71.9,68.7,24.8,920,51.9,38.3,851,48.1,44.3,775,150,19.4,52.9,47.1,37176,,31.2
95543,0,0,,No,No,705,15.2,15.3,84.8,70.1,40.9,349,49.5,31.3,356,50.5,60.2,252,13,5.2,78.6,21.4,37321,,44
93272,0,0,,No,No,4707,40.1,10.5,59.9,55.6,8.9,2405,51.1,24.7,2302,48.9,24.4,1137,638,56.1,40.5,59.5,37532,,59.9
95428,0,0,,No,No,2580,25.3,7.9,74.7,70,26.5,1340,51.9,32.6,1240,48.1,38,974,217,22.3,67.7,32.3,37535,,36.8
95457,0,0,,No,No,3227,20,4.2,80,77.8,46.3,1572,48.7,58.9,1655,51.3,56.6,1331,228,17.1,81.7,18.3,37991,,47.2
94704,0,0,,No,No,29597,3.2,63.4,96.8,60.4,6.7,14360,48.5,21.8,15237,51.5,21.7,8251,496,6,11.1,88.9,38125,,35.7
93608,0,0,,No,No,1280,27.3,11.3,72.7,70.7,10.3,731,57.1,26.6,549,42.9,36.6,361,173,47.9,33.5,66.5,38203,,52.1
92252,0,0,,No,No,9351,20.4,7.7,79.6,75.3,26.8,4695,50.2,39.9,4656,49.8,41.1,3932,779,19.8,56.3,43.7,38333,,41.6
92282,0,0,,No,No,1372,20,7.4,80,77.6,24.5,756,55.1,36.5,616,44.9,46.1,454,96,21.1,71.6,28.4,38396,,25.1
93307,0,0,,No,No,86832,34.1,11.5,65.9,60.6,11.6,43280,49.8,26.7,43552,50.2,28.3,22585,10657,47.2,51.7,48.3,38415,,33.3
92347,0,0,,No,No,702,16.1,8.1,83.9,80.6,26.5,294,41.9,40.1,408,58.1,56.2,288,19,6.6,82.6,17.4,38438,,38.5
90813,0,0,,No,No,58380,29.1,11.5,70.9,66,11.9,29354,50.3,30,29026,49.7,30.2,17192,6487,37.7,12.2,87.8,38449,,39.9
93212,0,0,,No,No,23357,19.1,11.1,80.9,77.5,12.6,15813,67.7,36.2,7544,32.3,29.4,4386,1711,39,45.5,54.5,38521,,57.3
93206,0,0,,No,No,1704,41.5,9.2,58.5,53.1,9.2,928,54.5,21.3,776,45.5,25.7,485,256,52.8,47,53,38542,,31.1
93235,0,0,,No,No,4215,30.9,9.5,69.1,63.3,17.2,2072,49.2,34,2143,50.8,34.4,1188,449,37.8,60.2,39.8,38859,,52.9
93240,0,0,,No,No,6327,19.6,5.8,80.4,75.8,35.3,3168,50.1,45.2,3159,49.9,52.3,2676,466,17.4,65.3,34.7,38951,,40.1
95548,0,0,,No,No,1251,19.4,7.8,80.6,78.9,30.6,599,47.9,40.9,652,52.1,51.6,454,74,16.3,71.4,28.6,38977,,33.5
95824,38.52,-121.44,,Yes,No,30296,28.6,11.1,71.4,67.1,15.7,15095,49.8,31.8,15201,50.2,34.2,9103,3627,39.8,39.5,60.5,38985,Quintile 1,40
93203,0,0,,No,No,22662,36.4,13,63.6,58,9,11461,50.6,25.3,11201,49.4,25.5,5280,3203,60.7,47.6,52.4,38985,,32.7
95249,0,0,,No,No,5444,25.5,6.9,74.5,70.8,27.6,2870,52.7,41.1,2574,47.3,44.3,1637,530,32.4,60.9,39.1,39052,,39.1
96034,0,0,,No,No,279,15.8,5.7,84.2,82.8,34.8,132,47.3,52.1,147,52.7,52.9,136,22,16.2,70.6,29.4,39219,,28.7
93652,0,0,,No,No,540,19.6,15.7,80.4,67,15,308,57,30.8,232,43,37,142,14,9.9,47.2,52.8,39259,,65.5
95521,0,0,,No,No,21068,11.7,32.8,88.3,75.2,17.8,10552,50.1,28.8,10516,49.9,26.9,8331,1261,15.1,41.1,58.9,39276,,36.1
93622,0,0,,No,No,10335,30.7,13.6,69.3,64,13.9,5470,52.9,26.7,4865,47.1,31.5,2748,1276,46.4,38.4,61.6,39290,,44.9
93280,0,0,,No,No,28138,26.2,13,73.8,69.5,10.7,16584,58.9,30.5,11554,41.1,27.4,6255,2899,46.3,58.6,41.4,39429,,28.7
93268,0,0,,No,No,18731,32,9.7,68,62.7,16.4,9509,50.8,30.2,9222,49.2,29.2,6420,2216,34.5,51.1,48.9,39517,,30.1
96117,0,0,,No,No,355,21.1,0.6,78.9,78.3,38.9,163,45.9,61,192,54.1,35.9,154,47,30.5,88.3,11.7,39559,,46.8
93223,0,0,,No,No,10716,30.2,12.8,69.8,65,13.5,5154,48.1,29.7,5562,51.9,28.7,2912,1132,38.9,64.4,35.6,39720,,51
95387,0,0,,No,No,636,36.9,8.6,63.1,59.3,13.1,320,50.3,34.5,316,49.7,28.9,158,80,50.6,12.7,87.3,39919,,5.7
96090,0,0,,No,No,481,13.1,8.1,86.9,81.9,31.2,240,49.9,54.2,241,50.1,46.1,219,36,16.4,68.9,31.1,40139,,49.3
93665,0,0,,No,No,752,36.3,9.3,63.7,62,12.4,324,43.1,41.7,428,56.9,17.6,234,121,51.7,79.9,20.1,40263,,50.4
92113,0,0,,No,No,58408,27.6,18.3,72.4,65.7,10.5,30923,52.9,25.4,27485,47.1,28.9,13581,5972,44,26,74,40310,,39.7
96087,0,0,,No,No,544,19.9,3.3,80.1,76.8,32,317,58.3,41.9,227,41.7,55.7,249,49,19.7,79.9,20.1,40329,,30.9
95456,0,0,,No,No,838,11.6,2.5,88.4,87,52.4,313,37.4,67.9,525,62.6,57.5,452,59,13.1,65.5,34.5,40481,,34.5
93726,0,0,,No,No,42824,28.9,13.6,71.1,66,14.8,21094,49.3,29.5,21730,50.7,28.7,14135,4855,34.3,39.1,60.9,40489,,45.9
95825,0,0,,No,No,37473,21.5,12.4,78.5,74.5,17.6,17789,47.5,31.8,19684,52.5,32.5,16404,3714,22.6,23.4,76.6,40515,,30.8
93705,0,0,,No,No,36808,28.9,9.3,71.1,67.4,17,18016,48.9,30.1,18792,51.1,33.2,12103,4141,34.2,41.3,58.7,40516,,45.3
92655,0,0,,No,No,8382,28.8,5.6,71.2,68.5,18.5,3996,47.7,39,4386,52.3,38.5,2422,855,35.3,32.4,67.6,40529,,33.8
96024,0,0,,No,No,846,17.6,1.9,82.4,82.3,47.3,470,55.6,59.7,376,44.4,58.2,423,42,9.9,81.6,18.4,40563,,40.2
95365,0,0,,No,No,4775,31.4,8.9,68.6,65.5,17.9,2527,52.9,29.7,2248,47.1,32.3,1353,598,44.2,55.7,44.3,40592,,45.2
95675,0,0,,No,No,566,3.7,18.2,96.3,87.3,35,296,52.3,47,270,47.7,45.4,217,0,0,73.7,26.3,40670,,73.7
93304,0,0,,No,No,49115,30.4,12.1,69.6,64.8,14.2,24198,49.3,27.9,24917,50.7,30.3,14981,5775,38.5,44.5,55.5,40710,,40.8
93512,0,0,,No,No,328,2.4,0,97.6,97.6,49.1,199,60.7,49.5,129,39.3,63.1,130,2,1.5,88.5,11.5,40735,,34.6
92586,0,0,,No,No,19472,13.7,5.5,86.3,83.8,49.6,8792,45.2,55.6,10680,54.8,61.9,9049,1043,11.5,68,32,40757,,41.2
96029,0,0,,No,No,167,24.6,7.2,75.4,68.3,32.9,88,52.7,46,79,47.3,41.4,61,16,26.2,77,23,40795,,45.9
95341,0,0,,No,No,33090,36.3,9.9,63.7,58.9,11.7,16918,51.1,27.6,16172,48.9,27.9,8492,4336,51.1,41.3,58.7,40802,,46.9
95311,0,0,,No,No,1893,10,4.9,90,89.2,54,918,48.5,61.5,975,51.5,62.3,939,46,4.9,77.2,22.8,40945,,36.2
93201,0,0,,No,No,1580,36.2,10.1,63.8,58.9,10.6,857,54.2,29.8,723,45.8,28.6,410,208,50.7,42.2,57.8,41000,,67.6
95653,0,0,,No,No,581,18.6,15.5,81.4,67.5,20,279,48,30.6,302,52,39.4,193,65,33.7,72.5,27.5,41050,,12.4
92086,0,0,,No,No,1543,7.5,3.7,92.5,89.4,55.6,751,48.7,62.1,792,51.3,62.4,658,54,8.2,86.3,13.7,41083,,35.9
95310,0,0,,No,No,1874,20.9,7,79.1,76,38.5,1051,56.1,45.1,823,43.9,49.7,954,209,21.9,73.1,26.9,41111,,21.9
93204,0,0,,No,No,12961,31,10.7,69,64.6,8.9,8066,62.2,33.1,4895,37.8,24.7,2489,1522,61.1,49.3,50.7,41114,,38.1
95939,0,0,,No,No,605,19,12.2,81,77,20.5,337,55.7,38.1,268,44.3,32.7,192,58,30.2,43.2,56.8,41250,,19.8
96104,0,0,,No,No,842,32.8,1.1,67.2,67.1,31.4,407,48.3,47.4,435,51.7,47.4,348,106,30.5,69,31,41250,,43.7
95351,0,0,,No,No,48542,31.4,10.9,68.6,64.1,13.5,24056,49.6,28.8,24486,50.4,30.1,13385,5776,43.2,46,54,41309,,38.5
96080,0,0,,No,No,29139,24.5,7.9,75.5,71.8,26.6,14865,51,39.1,14274,49,43.6,11184,2957,26.4,59.6,40.4,41316,,32.8
96059,0,0,,No,No,542,23.1,4.6,76.9,76.9,40.6,274,50.6,53.9,268,49.4,44.4,205,57,27.8,57.6,42.4,41375,,30.7
93260,0,0,,No,No,226,8,5.8,92,92,48.7,130,57.5,62.1,96,42.5,57.4,104,4,3.8,70.2,29.8,41500,,34.6
93534,34.68758426,-118.1496775,,No,No,39367,28.9,8.3,71.1,67.7,18.2,18355,46.6,31.9,21012,53.4,34.9,14161,4490,31.7,34.4,65.6,41537,,27.7
93241,0,0,,No,No,16397,33.9,12.3,66.1,60.8,9.4,8644,52.7,27.6,7753,47.3,26.6,4022,2009,50,40,60,41563,,29.7
93518,0,0,,No,No,814,14.3,2.2,85.7,85.7,47.1,392,48.2,61.8,422,51.8,56.4,372,39,10.5,79.8,20.2,41563,,29
96058,0,0,,No,No,553,24.2,5.2,75.8,71.6,21.5,345,62.4,46.2,208,37.6,49.3,195,69,35.4,69.7,30.3,41563,,47.7
96054,0,0,,No,No,319,13.8,10.7,86.2,86.2,22.9,177,55.5,41.7,142,44.5,52,144,24,16.7,77.1,22.9,41667,,23.6
92386,0,0,,No,No,2248,20.4,4.9,79.6,75.8,31.1,1018,45.3,39.4,1230,54.7,50.5,1000,223,22.3,64.4,35.6,41840,,57
95562,0,0,,No,No,3401,28.6,10.1,71.4,67.8,17.5,1612,47.4,37.7,1789,52.6,32.2,1336,470,35.2,60.2,39.8,41875,,40.9
95231,0,0,,No,No,5165,16.1,14.1,83.9,78.8,14.1,3441,66.6,33.5,1724,33.4,34,777,143,18.4,50.8,49.2,41935,,47.5
92411,0,0,,No,No,25650,31.9,11,68.1,63,14.6,12341,48.1,28.5,13309,51.9,28.9,6428,2736,42.6,53.7,46.3,41984,,44.5
92405,0,0,,No,No,30112,33.6,10,66.4,61.7,11.2,14698,48.8,27.7,15414,51.2,30.6,8739,3431,39.3,44.3,55.7,42022,,40.7
96028,0,0,,No,No,1368,16.9,4.4,83.1,81.4,45.3,650,47.5,56.4,718,52.5,56.6,559,86,15.4,83.7,16.3,42051,,39.9
95564,0,0,,No,No,389,13.4,17.2,86.6,76.1,20.6,182,46.8,46.4,207,53.2,33.9,158,33,20.9,30.4,69.6,42206,,45.6
91731,34.07881423,-118.0391276,,No,No,30222,24.1,10.7,75.9,71.6,20.1,15160,50.2,31.8,15062,49.8,37.8,8263,2455,29.7,36.1,63.9,42293,,37.2
93662,0,0,,No,No,30725,29.9,10.2,70.1,66.3,16.2,15544,50.6,30.1,15181,49.4,33.4,8807,3300,37.5,57.8,42.2,42308,,42
95527,0,0,,No,No,499,5.2,6.4,94.8,90.8,52.9,258,51.7,57.6,241,48.3,60.8,276,24,8.7,83,17,42333,,52.5
92284,0,0,,No,No,26182,23.1,6.4,76.9,74.3,26.8,12604,48.1,42,13578,51.9,44,10573,2541,24,67.9,32.1,42360,,39.6
95595,0,0,,No,No,139,12.2,0,87.8,87.8,69.1,86,61.9,60.8,53,38.1,62.7,60,3,5,86.7,13.3,42375,,23.3
92268,0,0,,No,No,455,7.5,0,92.5,92.5,60.7,265,58.2,61.1,190,41.8,65.7,257,11,4.3,84.4,15.6,42401,,53.3
95821,0,0,,No,No,35812,25,6.4,75,72.1,22.6,16971,47.4,35.7,18841,52.6,39,15044,4214,28,40.9,59.1,42456,,28
95556,0,0,,No,No,598,33.4,1,66.6,66.6,25.6,312,52.2,31.6,286,47.8,29.5,212,39,18.4,57.5,42.5,42561,,33
94621,0,0,,No,No,35035,31.4,9.9,68.6,64.2,11.6,16932,48.3,29.7,18103,51.7,30.1,9685,3780,39,30,70,42563,,55.4
92408,0,0,,No,No,13635,25.6,10.7,74.4,71.4,15.2,7222,53,33.2,6413,47,32.7,3640,1224,33.6,36.9,63.1,42595,,37.4
96112,0,0,,No,No,224,21.4,6.3,78.6,77.2,33.9,95,42.4,32.8,129,57.6,36.2,85,15,17.6,63.5,36.5,42813,,36.5
93286,0,0,,No,No,9906,33.6,7.6,66.4,62.8,19.1,4971,50.2,28.3,4935,49.8,32,2861,1309,45.8,57,43,42882,,43.2
